,magnitude,cdi,mmi,tsunami,sig,nst,dmin,gap,depth,latitude,longitude
1756,6.5,0,5,0,650,605,0.0,0.0,123.8,39.402,141.089
1757,7.8,0,9,0,936,368,0.0,0.0,10.0,35.946,90.541
1758,7.0,0,7,0,754,254,0.0,0.0,33.0,-5.912,150.196
1759,7.5,0,6,0,865,234,0.0,0.0,33.0,-4.102,123.907
1760,7.0,0,6,0,754,482,0.0,0.0,37.0,12.686,144.98
1761,6.5,0,6,0,650,174,0.0,0.0,33.0,-0.578,133.13
1762,6.6,6,6,0,754,0,0.0,0.0,131.8,58.775,-154.701
1763,6.5,0,8,0,650,483,0.0,0.0,10.0,39.059,24.244
1764,7.6,0,7,0,889,398,0.0,0.0,33.0,-17.543,-72.077
1765,6.6,0,7,0,670,324,0.0,0.0,62.0,-16.086,-73.987
1766,6.7,0,6,0,691,422,0.0,0.0,24.0,-17.745,-71.649
1767,8.4,0,8,0,1086,518,0.0,0.0,33.0,-16.265,-73.641
1768,6.7,0,6,0,691,282,0.0,0.0,17.0,-7.41,155.865
1769,6.8,0,7,0,711,596,0.0,0.0,50.0,34.083,132.526
1770,6.5,0,6,0,650,206,0.0,0.0,33.0,-4.029,128.02
1771,6.8,7,7,0,1441,67,0.0,31.0,51.798,47.149,-122.727
1772,7.1,0,7,0,776,426,0.0,0.0,35.0,1.271,126.249
1773,7.4,0,6,0,842,221,0.0,0.0,36.0,-4.68,102.562
1774,6.6,0,8,0,670,273,0.0,0.0,10.0,13.671,-88.938
1775,7.7,0,9,0,912,472,0.0,0.0,16.0,23.419,70.232
1776,6.9,0,6,0,732,117,0.0,0.0,28.0,-4.022,101.776
1777,7.7,0,8,0,912,427,0.0,0.0,60.0,13.049,-88.66
1778,6.9,5,7,0,745,0,0.0,0.0,36.4,56.7744,-153.281
1779,7.1,0,7,0,776,372,0.0,0.0,103.0,-14.928,167.17
1780,6.8,0,5,0,711,64,0.0,0.0,33.0,6.631,126.899
1781,7.5,0,7,0,865,324,0.0,0.0,33.0,6.898,126.579
